"County","FIPS","Year","Race/Ethnicity","Age","Poverty Status","Measure Type","Variable","Value"
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Margins of Error",96.99
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Poverty Status",0
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Margins of Error",312.89
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Poverty Status",31
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Margins of Error",137.13
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Poverty Status",18.45
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Margins of Error",82.19
"New Haven County","09009","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Number","Poverty Status",12191
"New Haven County","09009","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Number","Margins of Error",1546
"New Haven County","09009","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Percent","Poverty Status",26.41
"New Haven County","09009","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Percent","Margins of Error",2.96
"New Haven County","09009","2013-2017","Some Other Race Alone","Total","Poverty Status Determined","Number","Poverty Status",46162
"New Haven County","09009","2013-2017","Some Other Race Alone","Total","Poverty Status Determined","Number","Margins of Error",2733
"New Haven County","09009","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Number","Poverty Status",4433
"New Haven County","09009","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Number","Margins of Error",613.68
"New Haven County","09009","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Poverty Status",30.6
"New Haven County","09009","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Margins of Error",3.64
"New Haven County","09009","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Poverty Status",14489
"New Haven County","09009","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Margins of Error",1026.59
"New Haven County","09009","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",31.39
"New Haven County","09009","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",1.22
"New Haven County","09009","2013-2017","Two or More Races","Total","Below Poverty Level","Number","Poverty Status",4832
"New Haven County","09009","2013-2017","Two or More Races","Total","Below Poverty Level","Number","Margins of Error",955
"New Haven County","09009","2013-2017","Two or More Races","Total","Below Poverty Level","Percent","Poverty Status",19.84
"New Haven County","09009","2013-2017","Two or More Races","Total","Below Poverty Level","Percent","Margins of Error",3.65
"New Haven County","09009","2013-2017","Two or More Races","Total","Poverty Status Determined","Number","Poverty Status",24349
"New Haven County","09009","2013-2017","Two or More Races","Total","Poverty Status Determined","Number","Margins of Error",1748
"New Haven County","09009","2013-2017","Two or More Races","Under 18","Below Poverty Level","Number","Poverty Status",2624
"New Haven County","09009","2013-2017","Two or More Races","Under 18","Below Poverty Level","Number","Margins of Error",477.49
"New Haven County","09009","2013-2017","Two or More Races","Under 18","Below Poverty Level","Percent","Poverty Status",22.17
"New Haven County","09009","2013-2017","Two or More Races","Under 18","Below Poverty Level","Percent","Margins of Error",3.68
"New Haven County","09009","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Number","Poverty Status",11836
"New Haven County","09009","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Number","Margins of Error",882.27
"New Haven County","09009","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Percent","Poverty Status",48.61
"New Haven County","09009","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Percent","Margins of Error",0.98
"New Haven County","09009","2013-2017","White Alone","Total","Below Poverty Level","Number","Poverty Status",57039
"New Haven County","09009","2013-2017","White Alone","Total","Below Poverty Level","Number","Margins of Error",2949
"New Haven County","09009","2013-2017","White Alone","Total","Below Poverty Level","Percent","Poverty Status",9.15
"New Haven County","09009","2013-2017","White Alone","Total","Below Poverty Level","Percent","Margins of Error",0.47
"New Haven County","09009","2013-2017","White Alone","Total","Poverty Status Determined","Number","Poverty Status",623232
"New Haven County","09009","2013-2017","White Alone","Total","Poverty Status Determined","Number","Margins of Error",3138
"New Haven County","09009","2013-2017","White Alone","Under 18","Below Poverty Level","Number","Poverty Status",14305
"New Haven County","09009","2013-2017","White Alone","Under 18","Below Poverty Level","Number","Margins of Error",1042.36
"New Haven County","09009","2013-2017","White Alone","Under 18","Below Poverty Level","Percent","Poverty Status",12.41
"New Haven County","09009","2013-2017","White Alone","Under 18","Below Poverty Level","Percent","Margins of Error",0.88
"New Haven County","09009","2013-2017","White Alone","Under 18","Poverty Status Determined","Number","Poverty Status",115227
"New Haven County","09009","2013-2017","White Alone","Under 18","Poverty Status Determined","Number","Margins of Error",2067.17
"New Haven County","09009","2013-2017","White Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",18.49
"New Haven County","09009","2013-2017","White Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",0.32
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",38115
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",1994
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",7.11
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",0.37
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",536405
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",809
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",6285
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",645.79
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",7.16
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",0.72
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",87766
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",1589.69
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",16.36
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",0.3
"New London County","09011","2013-2017","All","Total","Below Poverty Level","Number","Poverty Status",25689
"New London County","09011","2013-2017","All","Total","Below Poverty Level","Number","Margins of Error",1812
"New London County","09011","2013-2017","All","Total","Below Poverty Level","Percent","Poverty Status",9.93
"New London County","09011","2013-2017","All","Total","Below Poverty Level","Percent","Margins of Error",0.7
"New London County","09011","2013-2017","All","Total","Poverty Status Determined","Number","Poverty Status",258574
"New London County","09011","2013-2017","All","Total","Poverty Status Determined","Number","Margins of Error",546
"New London County","09011","2013-2017","All","Under 18","Below Poverty Level","Number","Poverty Status",8389
"New London County","09011","2013-2017","All","Under 18","Below Poverty Level","Number","Margins of Error",728.51
"New London County","09011","2013-2017","All","Under 18","Below Poverty Level","Percent","Poverty Status",15.72
"New London County","09011","2013-2017","All","Under 18","Below Poverty Level","Percent","Margins of Error",1.31
"New London County","09011","2013-2017","All","Under 18","Poverty Status Determined","Number","Poverty Status",53360
"New London County","09011","2013-2017","All","Under 18","Poverty Status Determined","Number","Margins of Error",1319.54
"New London County","09011","2013-2017","All","Under 18","Poverty Status Determined","Percent","Poverty Status",20.64
"New London County","09011","2013-2017","All","Under 18","Poverty Status Determined","Percent","Margins of Error",0.51
"New London County","09011","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Poverty Status",224
"New London County","09011","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Margins of Error",179
"New London County","09011","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Poverty Status",13.86
"New London County","09011","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Margins of Error",10.7
"New London County","09011","2013-2017","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Poverty Status",1616
"New London County","09011","2013-2017","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Margins of Error",333
"New London County","09011","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Poverty Status",21
"New London County","09011","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Margins of Error",87.81
"New London County","09011","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Poverty Status",8.61
"New London County","09011","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Margins of Error",36.23
"New London County","09011","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Poverty Status",244
"New London County","09011","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Margins of Error",117.72
"New London County","09011","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",15.1
"New London County","09011","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",6.59
"New London County","09011","2013-2017","Asian Alone","Total","Below Poverty Level","Number","Poverty Status",736
"New London County","09011","2013-2017","Asian Alone","Total","Below Poverty Level","Number","Margins of Error",312
"New London County","09011","2013-2017","Asian Alone","Total","Below Poverty Level","Percent","Poverty Status",6.7
"New London County","09011","2013-2017","Asian Alone","Total","Below Poverty Level","Percent","Margins of Error",2.83
"New London County","09011","2013-2017","Asian Alone","Total","Poverty Status Determined","Number","Poverty Status",10992
"New London County","09011","2013-2017","Asian Alone","Total","Poverty Status Determined","Number","Margins of Error",397
"New London County","09011","2013-2017","Asian Alone","Under 18","Below Poverty Level","Number","Poverty Status",203
"New London County","09011","2013-2017","Asian Alone","Under 18","Below Poverty Level","Number","Margins of Error",115.36
"New London County","09011","2013-2017","Asian Alone","Under 18","Below Poverty Level","Percent","Poverty Status",9.36
"New London County","09011","2013-2017","Asian Alone","Under 18","Below Poverty Level","Percent","Margins of Error",5.2
"New London County","09011","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Number","Poverty Status",2168
"New London County","09011","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Number","Margins of Error",261.68
"New London County","09011","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",19.72
"New London County","09011","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",2.27
"New London County","09011","2013-2017","Black or African American Alone","Total","Below Poverty Level","Number","Poverty Status",3012
"New London County","09011","2013-2017","Black or African American Alone","Total","Below Poverty Level","Number","Margins of Error",701
"New London County","09011","2013-2017","Black or African American Alone","Total","Below Poverty Level","Percent","Poverty Status",21.67
"New London County","09011","2013-2017","Black or African American Alone","Total","Below Poverty Level","Percent","Margins of Error",4.9
"New London County","09011","2013-2017","Black or African American Alone","Total","Poverty Status Determined","Number","Poverty Status",13898
"New London County","09011","2013-2017","Black or African American Alone","Total","Poverty Status Determined","Number","Margins of Error",757
"New London County","09011","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Number","Poverty Status",1145
"New London County","09011","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Number","Margins of Error",281.94
"New London County","09011","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Percent","Poverty Status",33.18
"New London County","09011","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Percent","Margins of Error",6.88
"New London County","09011","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Number","Poverty Status",3451
"New London County","09011","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Number","Margins of Error",458.4
"New London County","09011","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",24.83
"New London County","09011","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",3.01
"New London County","09011","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",6338
"New London County","09011","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",808
"New London County","09011","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",24.93
"New London County","09011","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",3.17
"New London County","09011","2013-2017","Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",25421
"New London County","09011","2013-2017","Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",271
"New London County","09011","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",2964
"New London County","09011","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",435.02
"New London County","09011","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",34.31
"New London County","09011","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",4.3
"New London County","09011","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",8638
"New London County","09011","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",660.01
"New London County","09011","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",33.98
"New London County","09011","2013-2017","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",2.57
"New London County","09011","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Poverty Status",7
"New London County","09011","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Margins of Error",13
"New London County","09011","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Poverty Status",11.48
"New London County","09011","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Margins of Error",22.86
"New London County","09011","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Poverty Status",61
"New London County","09011","2013-2017","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Margins of Error",44
"New London County","09011","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Poverty Status",0
"New London County","09011","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Margins of Error",96.99
"New London County","09011","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Poverty Status",0
"New London County","09011","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Margins of Error",387.98
"New London County","09011","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Poverty Status",25
"New London County","09011","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Margins of Error",139.03
"New London County","09011","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Poverty Status",40.98
"New London County","09011","2013-2017","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Margins of Error",229.82
"New London County","09011","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Number","Poverty Status",2370
"New London County","09011","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Number","Margins of Error",673
"New London County","09011","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Percent","Poverty Status",31.72
"New London County","09011","2013-2017","Some Other Race Alone","Total","Below Poverty Level","Percent","Margins of Error",8.09
"New London County","09011","2013-2017","Some Other Race Alone","Total","Poverty Status Determined","Number","Poverty Status",7471
"New London County","09011","2013-2017","Some Other Race Alone","Total","Poverty Status Determined","Number","Margins of Error",932
"New London County","09011","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Number","Poverty Status",854
"New London County","09011","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Number","Margins of Error",244.02
"New London County","09011","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Poverty Status",47.98
"New London County","09011","2013-2017","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Margins of Error",10.16
"New London County","09011","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Poverty Status",1780
"New London County","09011","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Margins of Error",341.55
"New London County","09011","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",23.83
"New London County","09011","2013-2017","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",3.47
"New London County","09011","2013-2017","Two or More Races","Total","Below Poverty Level","Number","Poverty Status",2277
"New London County","09011","2013-2017","Two or More Races","Total","Below Poverty Level","Number","Margins of Error",628
"New London County","09011","2013-2017","Two or More Races","Total","Below Poverty Level","Percent","Poverty Status",17.23
"New London County","09011","2013-2017","Two or More Races","Total","Below Poverty Level","Percent","Margins of Error",4.54
"New London County","09011","2013-2017","Two or More Races","Total","Poverty Status Determined","Number","Poverty Status",13217
"New London County","09011","2013-2017","Two or More Races","Total","Poverty Status Determined","Number","Margins of Error",1076
"New London County","09011","2013-2017","Two or More Races","Under 18","Below Poverty Level","Number","Poverty Status",1408
"New London County","09011","2013-2017","Two or More Races","Under 18","Below Poverty Level","Number","Margins of Error",343.43
"New London County","09011","2013-2017","Two or More Races","Under 18","Below Poverty Level","Percent","Poverty Status",21.35
"New London County","09011","2013-2017","Two or More Races","Under 18","Below Poverty Level","Percent","Margins of Error",4.8
"New London County","09011","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Number","Poverty Status",6596
"New London County","09011","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Number","Margins of Error",621.87
"New London County","09011","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Percent","Poverty Status",49.91
"New London County","09011","2013-2017","Two or More Races","Under 18","Poverty Status Determined","Percent","Margins of Error",2.37
"New London County","09011","2013-2017","White Alone","Total","Below Poverty Level","Number","Poverty Status",17063
"New London County","09011","2013-2017","White Alone","Total","Below Poverty Level","Number","Margins of Error",1490
"New London County","09011","2013-2017","White Alone","Total","Below Poverty Level","Percent","Poverty Status",8.07
"New London County","09011","2013-2017","White Alone","Total","Below Poverty Level","Percent","Margins of Error",0.7
"New London County","09011","2013-2017","White Alone","Total","Poverty Status Determined","Number","Poverty Status",211319
"New London County","09011","2013-2017","White Alone","Total","Poverty Status Determined","Number","Margins of Error",1196
"New London County","09011","2013-2017","White Alone","Under 18","Below Poverty Level","Number","Poverty Status",4758
"New London County","09011","2013-2017","White Alone","Under 18","Below Poverty Level","Number","Margins of Error",577.01
"New London County","09011","2013-2017","White Alone","Under 18","Below Poverty Level","Percent","Poverty Status",12.17
"New London County","09011","2013-2017","White Alone","Under 18","Below Poverty Level","Percent","Margins of Error",1.44
"New London County","09011","2013-2017","White Alone","Under 18","Poverty Status Determined","Number","Poverty Status",39096
"New London County","09011","2013-2017","White Alone","Under 18","Poverty Status Determined","Number","Margins of Error",1085.77
"New London County","09011","2013-2017","White Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",18.5
"New London County","09011","2013-2017","White Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",0.5
"New London County","09011","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",14222
"New London County","09011","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",1411
"New London County","09011","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",7.17
"New London County","09011","2013-2017","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",0.71
"New London County","09011","2013-2017","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",198398
"New London County","09011","2013-2017","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",535
"New London County","09011","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",3344
"New London County","09011","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",482.48
"New London County","09011","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",9.6
"New London County","09011","2013-2017","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",1.36
"New London County","09011","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",34848
"New London County","09011","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",943.62
"New London County","09011","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",17.56
"New London County","09011","2013-2017","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",0.47
"Tolland County","09013","2013-2017","All","Total","Below Poverty Level","Number","Poverty Status",8798
"Tolland County","09013","2013-2017","All","Total","Below Poverty Level","Number","Margins of Error",908
"Tolland County","09013","2013-2017","All","Total","Below Poverty Level","Percent","Poverty Status",6.48
"Tolland County","09013","2013-2017","All","Total","Below Poverty Level","Percent","Margins of Error",0.67
"Tolland County","09013","2013-2017","All","Total","Poverty Status Determined","Number","Poverty Status",135845
"Tolland County","09013","2013-2017","All","Total","Poverty Status Determined","Number","Margins of Error",888
"Tolland County","09013","2013-2017","All","Under 18","Below Poverty Level","Number","Poverty Status",1417
"Tolland County","09013","2013-2017","All","Under 18","Below Poverty Level","Number","Margins of Error",280.89
"Tolland County","09013","2013-2017","All","Under 18","Below Poverty Level","Percent","Poverty Status",5.22
"Tolland County","09013","2013-2017","All","Under 18","Below Poverty Level","Percent","Margins of Error",1.02
"Tolland County","09013","2013-2017","All","Under 18","Poverty Status Determined","Number","Poverty Status",27131
"Tolland County","09013","2013-2017","All","Under 18","Poverty Status Determined","Number","Margins of Error",889.63
"Tolland County","09013","2013-2017","All","Under 18","Poverty Status Determined","Percent","Poverty Status",19.97
"Tolland County","09013","2013-2017","All","Under 18","Poverty Status Determined","Percent","Margins of Error",0.64
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Poverty Status",0
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Margins of Error",28
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Poverty Status",0
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Margins of Error",73.68
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Poverty Status",38
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Margins of Error",28
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Poverty Status",0
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Margins of Error",96.99
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Poverty Status",-9999
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Margins of Error",-9999
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Poverty Status",0
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Margins of Error",137.17
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",0
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",360.98
"Tolland County","09013","2013-2017","Asian Alone","Total","Below Poverty Level","Number","Poverty Status",543
"Tolland County","09013","2013-2017","Asian Alone","Total","Below Poverty Level","Number","Margins of Error",205
"Tolland County","09013","2013-2017","Asian Alone","Total","Below Poverty Level","Percent","Poverty Status",10.71
"Tolland County","09013","2013-2017","Asian Alone","Total","Below Poverty Level","Percent","Margins of Error",3.99
"Tolland County","09013","2013-2017","Asian Alone","Total","Poverty Status Determined","Number","Poverty Status",5068
"Tolland County","09013","2013-2017","Asian Alone","Total","Poverty Status Determined","Number","Margins of Error",309
"Tolland County","09013","2013-2017","Asian Alone","Under 18","Below Poverty Level","Number","Poverty Status",43
"Tolland County","09013","2013-2017","Asian Alone","Under 18","Below Poverty Level","Number","Margins of Error",91.74
"Tolland County","09013","2013-2017","Asian Alone","Under 18","Below Poverty Level","Percent","Poverty Status",3.44
"Tolland County","09013","2013-2017","Asian Alone","Under 18","Below Poverty Level","Percent","Margins of Error",7.31
"Tolland County","09013","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Number","Poverty Status",1251
"Tolland County","09013","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Number","Margins of Error",194.32
"Tolland County","09013","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",24.68
"Tolland County","09013","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",3.53
"Tolland County","09013","2013-2017","Black or African American Alone","Total","Below Poverty Level","Number","Poverty Status",558
"Tolland County","09013","2013-2017","Black or African American Alone","Total","Below Poverty Level","Number","Margins of Error",238
"Tolland County","09013","2013-2017","Black or African American Alone","Total","Below Poverty Level","Percent","Poverty Status",17.4
"Tolland County","09013","2013-2017","Black or African American Alone","Total","Below Poverty Level","Percent","Margins of Error",7.12
"Tolland County","09013","2013-2017","Black or African American Alone","Total","Poverty Status Determined","Number","Poverty Status",3207
"Tolland County","09013","2013-2017","Black or African American Alone","Total","Poverty Status Determined","Number","Margins of Error",383
"Tolland County","09013","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Number","Poverty Status",179
"Tolland County","09013","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Number","Margins of Error",135.33
"Tolland County","09013","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Percent","Poverty Status",22.46
"Tolland County","09013","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Percent","Margins of Error",15.25
"Tolland County","09013","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Number","Poverty Status",797
"Tolland County","09013","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Number","Margins of Error",265.04
"Tolland County","09013","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",24.85
"Tolland County","09013","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",7.71
"Tolland County","09013","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",1160
"Tolland County","09013","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",411
"Tolland County","09013","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",17.71
"Tolland County","09013","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",6.25
"Tolland County","09013","2013-2017","Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",6550
"Tolland County","09013","2013-2017","Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",203
"Tolland County","09013","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",345
"Tolland County","09013","2013-2017","Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",184.08
